Id,Label,Desc,DiscX,DiscY,DiscCx,DiscCy
photo0459_path10094,,pink,67.92071178,106.9254344,1.57727098,0.87626172
photo0459_path10198,,pink,59.8591055,105.552625,0.99309654,1.69410592
photo0459_path10302,,pink,91.65279847,92.65697267,1.60647964,0.90547038
photo0459_path10428,,pink,94.369209,75.613686,1.13914012,0.87626172
photo0459_path10430,,pink,75.69023181,115.089274,1.6356884,0.73021812
photo0459_path10534,,pink,70.1113662,117.060861,0.99309654,0.8178442
photo0459_path10536,,pink,79.2390918,111.905521,0.96388778,1.31439248
photo0459_path10538,,pink,68.8845998,113.964737,1.46043616,1.16834888
photo0459_path10540,,pink,87.19846787,118.4336702,1.10993146,2.0446106
photo0459_path10644,,pink,63.08666833,124.3338327,1.19755764,1.75252342
photo0459_path10852,,pink,90.14855,119.193098,0.99309654,0.70100932
photo0459_path10854,,pink,91.477546,128.510681,1.25597506,1.34360122
photo0459_path10856,,pink,67.83308569,133.7974579,2.0446106,1.16834888
photo0459_path10960,,pink,83.474356,129.051044,1.08072272,0.96388778
photo0459_path11461,,pink,129.813992,9.952478,0.6425919,1.2267663
photo0459_path11463,,pink,130.398172,10.273773,0.75942674,1.51885348
photo0459_path13775,,pink,100.450058,139.317813,1.77621688,1.28052846
photo0459_path13891,,pink,137.729959,150.284921,2.4784422,1.2392211
photo0459_path14113,,pink,115.5479012,132.9151709,2.1479834,1.28052846
photo0459_path14217,,pink,119.885174,124.653697,1.48706532,1.19791374
photo0459_path14219,,pink,123.37565,115.896535,1.44575796,1.11529904
photo0459_path14221,,pink,127.3205026,115.400848,2.3958274,1.9414463
photo0459_path14325,,pink,130.996859,121.865449,0.90876216,0.99137688
photo0459_path14539,,pink,125.957357,112.571291,1.15660638,1.15660638
photo0459_path14543,,pink,140.662783,109.1221252,1.2392211,1.19791374
photo0459_path14545,,pink,140.4355908,112.7365193,0.95006952,1.81752434
photo0459_path14649,,pink,151.0928849,115.0497315,1.03268424,1.73490962
photo0459_path14753,,pink,152.0636174,110.0515408,1.07399168,2.1479834
photo0459_path14857,,pink,132.7524224,98.50613027,1.03268424,1.69360218
photo0459_path14961,,pink,108.959378,103.6902059,0.95006952,0.66091794
photo0459_path15069,,pink,151.1135441,85.24646568,1.65229492,0.95006952
photo0459_path15179,,pink,125.9367083,44.8685112,2.6023644,1.15660638
photo0459_path15283,,pink,124.3050627,28.90320935,2.561057,1.44575796
photo0459_path15387,,pink,132.5458831,35.24388975,0.95006952,1.90013904
photo0459_path15811,,pink,119.967791,23.306061,1.2392211,1.15660638
photo0459_path15950,,pink,98.473034,165.445111,1.81094074,1.60647964
photo0459_path16337,,pink,104.002493,4.222058,1.44575796,1.2392211
photo0459_path16339,,pink,101.5033962,2.466484977,1.07399168,1.77621688
photo0459_path16443,,pink,160.5729477,13.72275408,1.15660638,1.98275376
photo0459_path16547,,pink,155.3682056,19.0927105,1.2392211,2.891516
photo0459_path16651,,pink,174.782673,14.569556,1.2392211,0.95006952
photo0459_path16653,,pink,151.567929,25.887768,0.74353266,0.86745482
photo0459_path16655,,pink,132.793728,33.612256,1.61098748,1.19791374
photo0459_path17501,,pink,165.075442,52.65495,1.4044506,1.03268424
photo0459_path17711,,pink,168.9170222,62.36218257,1.2392211,1.69360218
photo0459_path17815,,pink,163.4851101,60.09027389,1.28052846,3.0980528
photo0459_path18853,,pink,160.88274,88.88151369,1.85883178,0.86745482
photo0459_path18957,,pink,155.5747405,93.13617258,1.98275376,1.11529904
photo0459_path19061,,pink,160.655551,92.9089828,2.1479834,0.82614746
