Id,Label,Desc,DiscX,DiscY,DiscCx,DiscCy
photo1025_path2777,,pink,12.880999,88.894172,1.16834888,1.60647964
photo1025_path2823,,pink,51.7874347,52.052906,2.4784422,1.9414463
photo1025_path2825,,pink,53.2744998,42.717445,3.3872044,1.52837276
photo1025_path2827,,pink,51.663512,144.3955353,1.4044506,1.73490962
photo1025_path2829,,pink,77.398004,157.53128,1.15660638,1.07399168
photo1025_path2831,,pink,71.65628,113.415006,1.2392211,1.48706532
photo1025_path2833,,pink,74.485833,116.533714,1.36314326,1.28052846
photo1025_path2835,,pink,65.253637,56.865217,0.82614746,0.99137688
photo1025_path2837,,pink,62.548005,16.053536,2.2719056,1.65229492
photo1025_path2898,,pink,97.65927241,35.79845505,1.52837276,2.3958274
photo1025_path3062,,pink,105.301135,66.386567,1.44575796,1.69360218
photo1025_path3064,,pink,111.786389,168.519041,0.78484006,1.56968012
photo1025_path3066,,pink,112.488617,167.383085,0.7022253,1.03268424
photo1025_path3068,,pink,121.9025579,152.6130008,1.72331448,1.05151396
photo1025_path3174,,pink,127.64207,126.9823451,0.8178442,1.19755764
photo1025_path3278,,pink,129.511425,115.590946,0.70100932,0.84705296
photo1025_path3280,,pink,122.107013,20.779426,2.0154018,1.66489716
photo1025_path3282,,pink,121.6104667,19.77173476,1.13914012,1.69410592
photo1025_path3386,,pink,118.295275,6.467156,1.28518382,1.54806232
photo1025_path3388,,pink,148.365655,34.419906,1.31439248,1.19755764
photo1025_path3390,,pink,148.8476015,33.22235054,1.05151396,1.60647964
photo1025_path3494,,pink,157.478775,49.842115,1.19755764,1.66489716
photo1025_path3496,,pink,157.3619439,54.58852769,1.0223053,1.46043616
photo1025_path3600,,pink,137.134899,62.723164,0.8178442,0.90547038
photo1025_path3602,,pink,139.8221148,70.6825287,1.86935826,1.16834888
photo1025_path3706,,pink,154.1927925,82.30760861,0.93467912,1.40201864
photo1025_path3810,,pink,154.689335,99.0296,1.75252342,1.4312274
photo1025_path3812,,pink,156.0329523,105.6015608,1.6356884,2.5411588
photo1025_path3995,,pink,158.355045,117.299656,1.25597506,1.2267663
photo1025_path3997,,pink,139.544622,141.2946206,1.31439248,1.25597506
photo1025_path3999,,pink,141.7936963,140.6082153,2.1906542,1.10993146
photo1025_path4187,,pink,156.821585,167.962183,0.99309654,1.19755764
photo1025_path4189,,pink,169.629605,160.513961,0.73021812,1.13914012
photo1025_path4191,,pink,158.661735,113.400291,1.2267663,0.84705296
photo1025_path4193,,pink,162.225205,90.427631,1.6356884,2.103028
photo1025_path4195,,pink,170.827165,85.958698,1.31439248,0.8178442
photo1025_path4197,,pink,170.096955,81.621198,1.31439248,1.0223053
photo1025_path4199,,pink,161.8162631,86.10474245,2.0446106,1.2267663
photo1025_path4303,,pink,162.999235,76.027729,2.3074892,2.6872024
photo1025_path4305,,pink,166.4020404,75.54579505,1.86935826,1.13914012
photo1025_path4409,,pink,169.352125,52.543916,1.05151396,1.2267663
photo1025_path4411,,pink,174.419845,56.896015,1.95698452,1.75252342
photo1025_path4413,,pink,158.8661989,46.89203604,2.103028,1.25597506
photo1025_path4517,,pink,162.035335,47.549232,1.08072272,1.57727098
photo1025_path4519,,pink,170.155355,13.404226,1.89856682,1.2267663
photo1025_path4521,,pink,175,13.521066,1.98619308,1.2267663
photo1025_path1707,,orange,9.282149173,160.5054108,3.3244862,1.20104132
photo1025_path1811,,orange,10.603985,147.059861,1.90013904,1.28052846
photo1025_path1813,,orange,21.984167,141.9790539,1.52837276,1.61098748
photo1025_path1815,,orange,37.26789373,145.0564533,1.52837276,2.3132128
photo1025_path1935,,orange,22.149395,110.709376,1.36314326,1.52837276
photo1025_path1937,,orange,22.438548,22.910556,1.77621688,1.3218359
photo1025_path1939,,orange,25.206141,17.953666,2.4371348,1.56968012
photo1025_path1941,,orange,54.079993,25.760766,1.77621688,1.3218359
photo1025_path1943,,orange,65.026446,39.226976,1.61098748,1.81752434
photo1025_path2047,,orange,49.5155292,36.996366,2.6436718,2.561057
photo1025_path2049,,orange,50.1144863,45.898109,2.2719056,1.85883178
photo1025_path2051,,orange,49.0404941,50.627802,2.6023644,2.1479834
photo1025_path2053,,orange,49.784027,53.395399,2.4371348,2.1479834
photo1025_path2055,,orange,53.357114,51.020228,2.0653684,2.0240612
photo1025_path2057,,orange,80.537362,157.304089,1.3218359,0.95006952
photo1025_path2059,,orange,92.041467,159.038999,1.36314326,1.61098748
photo1025_path2061,,orange,85.390982,133.7382332,1.69360218,1.48706532
photo1025_path2063,,orange,85.370327,85.904298,2.6436718,1.73490962
photo1025_path2065,,orange,90.14133,47.302558,2.106676,2.1892906
photo1025_path2067,,orange,101.769354,73.636011,1.81752434,1.73490962
photo1025_path2069,,orange,112.90169,79.852766,1.44575796,1.28052846
photo1025_path2071,,orange,100.509478,92.348249,2.2719056,1.65229492
photo1025_path2073,,orange,117.61073,120.953603,2.4371348,1.77621688
photo1025_path2077,,orange,123.538342,154.267997,1.56968012,0.99137688
photo1025_path2079,,orange,120.750091,114.50965,1.77621688,1.44575796
photo1025_path2081,,orange,124.166229,84.717329,1.28518382,1.13914012
photo1025_path2083,,orange,156.935355,0.935026,1.44575796,1.48706532
photo1025_path2085,,orange,158.711565,2.318846,1.11529904,1.61098748
photo1025_path2087,,orange,159.000715,3.496086,1.11529904,1.2392211
photo1025_path2089,,orange,157.658225,48.789625,1.56968012,1.52837276
photo1025_path2091,,orange,160.4258111,98.56500267,2.4602228,1.54181194
photo1025_path2195,,orange,157.968025,169.117997,1.28052846,1.28052846
photo1025_path2197,,orange,162.202035,168.994074,0.99137688,1.03268424
photo1025_path2199,,orange,173.850715,158.336773,0.99137688,0.86745482
photo1025_path2201,,orange,168.096145,63.08827,1.2267663,1.40201864
photo1025_path2203,,orange,172.126955,62.445679,1.51885356,1.05151396
photo1025_path2205,,orange,171.7034279,59.48098792,1.4312274,2.2490716
photo1025_path2309,,orange,171.075445,59.247321,1.05151396,0.96388778
photo1025_path2311,,orange,168.446645,60.211207,1.2267663,0.84705296
photo1025_path2313,,orange,172.5942721,58.96983736,1.2267663,0.6425919
photo1025_path3172,,orange,119.624279,155.533872,0.84705296,1.05151396
