Id,Label,Desc,DiscX,DiscY,DiscCx,DiscCy
photo0310_path10137,,pink,162.182311,152.61203,1.3218359,2.2719056
photo0310_path10139,,pink,164.2683338,149.9890133,2.3545202,1.56968012
photo0310_path10262,,pink,164.5781181,170.8285771,1.2392211,0.7022253
photo0310_path11922,,pink,21.43682,84.783071,1.08072272,0.6425919
photo0310_path11924,,pink,19.84494299,82.15428457,1.2267663,0.93467912
photo0310_path14302,,pink,144.916687,150.575717,1.28518382,0.7886355
photo0310_path18825,,pink,8.74563,68.791301,1.6356884,1.19755764
photo0310_path22519,,pink,46.57092439,130.7576002,1.34360122,1.16834888
photo0310_path34139,,pink,109.7639945,135.284952,0.67180062,1.75252342
photo0310_path4888,,pink,6.453524324,36.12524472,2.230598,3.2632824
photo0310_path57123,,pink,23.992583,43.204454,1.2267663,1.54806232
photo0310_path6051,,pink,24.752686,135.5107792,2.561057,1.28052846
photo0310_path6155,,pink,28.96603764,113.4526433,1.73490962,2.3545202
photo0310_path6259,,pink,30.824869,113.721141,2.4784422,2.3132128
photo0310_path6261,,pink,9.32438288,98.7059128,2.2719056,1.61098748
photo0310_path6365,,pink,9.79941874,93.74902709,1.07399168,1.69360218
photo0310_path6469,,pink,8.684116139,88.89541109,1.4044506,2.0653684
photo0310_path6573,,pink,41.399556,89.308486,1.81752434,1.4044506
photo0310_path6575,,pink,29.85414739,79.53929096,1.85883178,1.11529904
photo0310_path6788,,pink,3.169583,57.729003,2.3545202,1.52837276
photo0310_path6790,,pink,13.620346,56.675664,1.69360218,2.7262866
photo0310_path6794,,pink,3.169583,48.992485,1.19791374,1.3218359
photo0310_path6796,,pink,4.491422,49.797985,1.44575796,1.11529904
photo0310_path6798,,pink,25.041837,45.625945,0.99137688,2.0240612
photo0310_path6800,,pink,26.157135,40.359252,1.65229492,0.99137688
photo0310_path6909,,pink,28.986691,17.660848,1.11529904,1.11529904
photo0310_path6911,,pink,34.232727,18.404398,1.44575796,1.36314326
photo0310_path7017,,pink,44.1671498,5.289298,1.65229492,0.99137688
photo0310_path7019,,pink,45.075912,3.471778,1.3218359,2.3958274
photo0310_path7021,,pink,48.4837701,7.457918,1.36314326,1.19791374
photo0310_path7023,,pink,53.3786935,11.547358,1.48706532,1.77621688
photo0310_path7025,,pink,49.3305681,27.03761881,1.81752434,0.95006962
photo0310_path7233,,pink,38.8178452,66.258971,1.61098748,1.56968012
photo0310_path7235,,pink,39.7679146,65.949169,0.95006962,0.95006962
photo0310_path7237,,pink,43.7747298,61.673851,1.77621688,1.98275376
photo0310_path7239,,pink,45.0552582,67.78734,1.36314326,1.56968012
photo0310_path7243,,pink,25.00053,77.040196,0.90876216,1.48706532
photo0310_path7245,,pink,49.7023373,81.212242,1.98275376,1.65229492
photo0310_path7249,,pink,38.0536584,148.935674,1.15660638,0.7022253
photo0310_path7255,,pink,59.92591199,152.1576495,1.11529904,1.61098748
photo0310_path7361,,pink,68.166733,152.426148,1.3218359,1.3218359
photo0310_path7365,,pink,65.29587,83.525453,1.36314326,2.230598
photo0310_path7369,,pink,61.59886,50.334978,1.48706532,1.19791374
photo0310_path7475,,pink,59.347609,19.457728,0.95006962,1.3218359
photo0310_path7477,,pink,60.380293,19.271838,0.86745482,1.28052846
photo0310_path7583,,pink,75.18898393,10.74187216,0.99137688,1.65229492
photo0310_path7687,,pink,80.703519,70.059252,1.38280716,1.50672932
photo0310_path7795,,pink,79.58822101,166.6978438,1.36314326,2.3545202
photo0310_path8128,,pink,93.095731,85.879973,1.85883178,1.07399168
photo0310_path8130,,pink,90.49337145,28.87579823,1.11529904,1.98275376
photo0310_path8234,,pink,94.892603,31.829278,0.82614746,1.44575796
photo0310_path8236,,pink,96.441629,30.734628,1.44575796,1.48706532
photo0310_path8238,,pink,94.562143,34.121837,1.07399168,1.48706532
photo0310_path8240,,pink,95.677441,33.688115,1.15660638,1.36314326
photo0310_path8346,,pink,131.098517,60.827049,0.7022253,0.95006962
photo0310_path8350,,pink,131.284393,62.541307,1.07399168,1.3218359
photo0310_path8358,,pink,116.682239,107.194576,0.86745482,1.15660638
photo0310_path8360,,pink,134.9814041,112.4612663,2.2719056,1.36314326
photo0310_path8464,,pink,134.4444111,167.6685701,1.19791374,1.98275376
photo0310_path8568,,pink,136.55108,137.1630743,0.95006962,1.69360218
photo0310_path8570,,pink,144.130988,142.8015299,1.3218359,2.230598
photo0310_path8574,,pink,132.461652,111.325313,1.52837276,1.81752434
photo0310_path8580,,pink,169.514371,25.715798,1.61098748,0.78484006
photo0310_path8582,,pink,162.471461,42.383312,1.90013924,1.73490962
photo0310_path8588,,pink,167.2218018,81.62531633,0.90876216,1.48706532
photo0310_path8804,,pink,156.626481,174.732128,1.52837276,1.3218359
