Id,Label,Desc,DiscX,DiscY,DiscCx,DiscCy
photo0315_path1071,,pink,62.139591,163.798313,1.07399168,0.99137688
photo0315_path1073,,pink,94.87568513,153.8432403,1.11529904,1.98275376
photo0315_path1177,,pink,89.010032,128.625086,1.61098748,1.19791374
photo0315_path1179,,pink,97.60197131,136.7006795,1.28052846,2.6436718
photo0315_path1283,,pink,98.552043,135.729954,0.95006952,1.03268424
photo0315_path1285,,pink,99.522764,126.68364,1.4044506,1.28052846
photo0315_path1287,,pink,106.09063,121.1071465,1.07399168,2.0240612
photo0315_path1391,,pink,108.899534,123.544282,2.0653684,0.7022253
photo0315_path1393,,pink,90.269914,113.692472,0.90876216,1.07399168
photo0315_path1395,,pink,89.547038,110.222653,0.7022253,1.15660638
photo0315_path1397,,pink,85.726103,101.3828758,1.2392211,1.15660638
photo0315_path13980,,pink,110.3640199,168.6031786,1.48964482,2.2782802
photo0315_path1401,,pink,100.059757,3.401792,1.65229492,1.65229492
photo0315_path1505,,pink,102.951274,0.716813,1.15660638,1.3218359
photo0315_path1507,,pink,104.025266,0.345048,1.07399168,1.15660638
photo0315_path1509,,pink,140.9127383,125.6096469,2.8089012,1.36314326
photo0315_path1613,,pink,111.8530162,175,0.86745482,1.90013904
photo0315_path1717,,pink,124.720255,171.667368,0.90876216,0.95006952
photo0315_path1719,,pink,126.5997395,166.0702158,0.86745482,1.73490962
photo0315_path1823,,pink,127.301969,165.9876058,1.03268424,1.56968012
photo0315_path19035,,pink,23.0737631,15.330405,0.93467912,1.13914012
photo0315_path1927,,pink,90.682987,145.767646,1.48706532,1.69360218
photo0315_path1929,,pink,109.7463302,144.7969188,2.0240612,1.07399168
photo0315_path20015,,pink,43.633891,171.336912,1.81752434,1.28052846
photo0315_path20017,,pink,9.100929,145.891569,2.3958274,1.61098748
photo0315_path20019,,pink,19.4484247,144.549079,1.36314326,1.3218359
photo0315_path20021,,pink,28.55669883,145.2099979,1.98275376,1.65229492
photo0315_path20125,,pink,13.417547,124.680234,1.77621688,1.73490962
photo0315_path20127,,pink,22.21601736,113.8577015,3.015438,1.4044506
photo0315_path20231,,pink,22.6084383,99.6892735,1.56968012,2.4784422
photo0315_path2033,,pink,170.4062147,3.463764335,1.73490962,1.19791374
photo0315_path20335,,pink,40.597798,72.48837,3.4285114,2.2719056
photo0315_path20337,,pink,46.773251,71.290455,2.1479834,1.36314326
photo0315_path20339,,pink,30.51879989,73.02536492,1.85883178,0.86745482
photo0315_path20443,,pink,60.755796,72.075297,1.69360218,1.77621688
photo0315_path20445,,pink,64.7626092,70.0099275,2.3545202,1.52837276
photo0315_path20549,,pink,69.884724,62.553947,1.77621688,1.98275376
photo0315_path20551,,pink,19.5310388,35.807426,1.03268424,0.78484006
photo0315_path20553,,pink,20.9974504,34.981278,1.81752434,1.03268424
photo0315_path20555,,pink,21.22464055,33.18440317,2.6023644,1.15660638
photo0315_path20659,,pink,39.792304,32.420225,1.3218359,1.77621688
photo0315_path20661,,pink,40.49453,30.086356,1.81752434,1.90013904
photo0315_path20663,,pink,6.147451316,10.15554888,1.28052846,1.9414463
photo0315_path20767,,pink,6.002876,8.813059,1.73490962,0.99137688
photo0315_path20769,,pink,8.357395,4.310557,1.56968012,1.2392211
photo0315_path20796,,pink,85.127696,60.04896,1.66489716,1.13914012
photo0315_path20873,,pink,11.269564,4.000748,1.28052846,1.77621688
photo0315_path20875,,pink,19.03535,16.682114,2.106676,1.77621688
photo0315_path20877,,pink,11.414141,18.602903,0.66091794,0.99137688
photo0315_path20879,,pink,31.3036398,15.298319,2.0240612,1.73490962
photo0315_path20881,,pink,33.5135839,10.568619,2.3958274,1.69360218
photo0315_path20883,,pink,34.05058,7.821677,1.2392211,0.99137688
photo0315_path20885,,pink,71.351133,16.702769,1.3218359,0.90876216
photo0315_path20887,,pink,64.84522373,40.39253928,1.52837276,2.4371348
photo0315_path20991,,pink,66.869285,75.049427,1.85883178,1.28052846
photo0315_path20993,,pink,73.70565383,100.9698026,1.3218359,2.561057
photo0315_path21097,,pink,74.965528,100.8871875,1.28052846,2.0653684
photo0315_path21099,,pink,78.063584,100.3088842,1.03268424,1.07399168
photo0315_path21101,,pink,79.282151,99.8338495,1.4044506,1.11529904
photo0315_path21103,,pink,65.320258,137.836631,1.65229492,1.61098748
photo0315_path2137,,pink,171.521507,4.537748,1.2392211,1.52837276
photo0315_path2139,,pink,172.925947,4.000748,1.4044506,1.03268424
photo0315_path2243,,pink,160.244607,163.075431,1.07399168,1.03268424
photo0315_path2245,,pink,169.373517,169.849845,1.15660638,1.03268424
