Id,Label,Desc,DiscX,DiscY,DiscCx,DiscCy
photo0307_path2596,,pink,14.002645,173.0285245,1.05151396,1.10993146
photo0307_path2730,,pink,19.69834827,164.0468422,3.1688434,1.74899884
photo0307_path2834,,pink,21.991232,153.999041,1.25597506,1.37280998
photo0307_path2836,,pink,6.452193854,119.6641878,2.4243238,2.9792896
photo0307_path2940,,pink,9.227017271,105.2642871,2.3659066,1.28518382
photo0307_path3065,,pink,7.620542264,105.6001895,2.1906542,3.9431774
photo0307_path3353,,pink,40.436544,87.651429,1.81094074,1.75252342
photo0307_path3355,,pink,27.891397,44.203452,0.84705296,1.31439248
photo0307_path3357,,pink,18.705252,9.415862,2.1614454,1.89856682
photo0307_path3359,,pink,17.580715,8.116092,1.37280998,1.2267663
photo0307_path3361,,pink,19.099569,7.006152,1.60647964,1.46043616
photo0307_path3363,,pink,33.630905,13.096172,1.75252342,1.37280998
photo0307_path3365,,pink,34.959909,12.745652,1.66489716,1.48964482
photo0307_path3367,,pink,46.39512,111.909279,4.2060558,2.1906542
photo0307_path3369,,pink,41.06452558,166.7924611,2.3659066,1.25597506
photo0307_path3473,,pink,41.955398,171.6411101,2.8624548,2.8916636
photo0307_path3475,,pink,37.588687,127.608964,1.0223053,1.34360122
photo0307_path3477,,pink,67.26474443,81.9849389,2.5411588,1.6356884
photo0307_path3581,,pink,74.8444238,79.86729999,1.69410592,3.3005856
photo0307_path3685,,pink,72.186422,97.407142,1.69410592,1.46043616
photo0307_path3687,,pink,70.390084,101.131257,2.0154018,1.95698452
photo0307_path3689,,pink,64.635971,36.244082,1.89856682,0.93467912
photo0307_path3691,,pink,61.99258118,23.01253438,1.57727098,1.16834888
photo0307_path3795,,pink,69.36777502,20.51517639,3.623293,1.6694746
photo0307_path3899,,pink,80.5255081,36.63839497,1.13914012,1.95698452
photo0307_path4003,,pink,80.05816648,37.19335602,2.2490716,1.19755764
photo0307_path4107,,pink,85.06747352,39.38400545,1.16834888,1.60647964
photo0307_path4211,,pink,84.833803,68.505112,1.51885356,1.54806232
photo0307_path4213,,pink,90.92382133,70.60813995,0.84705296,1.48964482
photo0307_path4317,,pink,91.975333,101.481758,1.8401495,2.2490716
photo0307_path4319,,pink,67.13330812,111.4419402,1.6356884,2.833246
photo0307_path4423,,pink,86.644743,129.054792,1.81094074,1.48964482
photo0307_path4427,,pink,112.027113,125.914854,2.103028,2.3951152
photo0307_path4429,,pink,117.3284959,89.24330204,2.4243238,1.25597506
photo0307_path4533,,pink,119.621393,42.845252,1.40201864,1.51885356
photo0307_path4535,,pink,121.330103,42.684612,1.48964482,0.90547038
photo0307_path4537,,pink,106.3898402,11.95701965,1.28518382,2.2490716
photo0307_path4641,,pink,132.005883,30.738232,1.28518382,1.60647964
photo0307_path4643,,pink,131.611573,31.220182,2.1906542,1.28518382
photo0307_path4747,,pink,139.790013,32.242482,2.0154018,2.0446106
photo0307_path4851,,pink,145.3688665,49.38801255,1.1356039,2.2972426
photo0307_path4955,,pink,147.559533,75.529811,1.95698452,1.92777558
photo0307_path4957,,pink,125.565363,101.715425,1.66489716,1.31439248
photo0307_path4959,,pink,144.916143,113.428132,1.46043616,1.8401495
photo0307_path4961,,pink,134.7076902,131.4791221,1.72331448,2.6579936
photo0307_path5065,,pink,164.3837459,116.9331734,2.1322368,3.1837508
photo0307_path5169,,pink,164.748853,68.855612,2.2782802,2.3074892
photo0307_path5171,,pink,173.628313,67.059282,1.92777558,2.1614454
photo0307_path2137,,orange,23.334835,88.440065,2.0154018,1.86935826
photo0307_path2139,,orange,10.65824934,23.20238269,1.19755764,1.66489716
photo0307_path2243,,orange,38.05603431,9.810179725,1.08072272,1.46043616
photo0307_path2347,,orange,73.135702,100.2696,1.48964482,1.16834888
photo0307_path2349,,orange,93.684033,59.391992,1.69410592,1.37280998
photo0307_path2366,,orange,145.120593,111.748628,1.10993146,1.05151396
photo0307_path2368,,orange,145.6901632,104.0083184,3.101508,1.41550494
photo0307_path2474,,orange,170.502973,90.002729,2.1614454,1.78173218
photo0307_path4425,,orange,106.900993,131.0848,1.95698452,2.1614454
